Bird ID,Latitude,Longitude,CID
51635,40.86713,-78.05785,6
51635,40.86446,-78.05677,7
51635,40.86554,-78.0587,8
51635,40.86307,-78.05232,9
51635,40.86302,-78.05608,10
51635,40.86477,-78.05764,11
51635,40.86332,-78.05398,12
51635,40.86661,-78.05763,13
51635,40.86577,-78.05777,14
51635,40.863,-78.05615,15
51635,40.86852,-78.05852,16
51635,40.86841,-78.05882,17
51635,40.86828,-78.0584,18
51635,40.86848,-78.05859,19
51635,40.86852,-78.05866,20
51635,40.86345,-78.05441,21
51635,40.86334,-78.05444,22
51635,40.8633,-78.05559,23
51635,40.86781,-78.05824,24
51635,40.86336,-78.0557,25
51635,40.86856,-78.05838,26
51635,40.86771,-78.05834,27
51635,40.86347,-78.0545,28
51635,40.86321,-78.05448,29
51635,40.86337,-78.0546,30
51635,40.86356,-78.05434,31
51635,40.86341,-78.05446,32
51622,41.27636,-77.74274,1
51622,41.27744,-77.73988,2
51622,41.27827,-77.73965,3
51622,41.27741,-77.73714,4
51622,41.27915,-77.74042,5
51622,41.27798,-77.73826,6
51622,41.2765,-77.74108,7
51622,41.27784,-77.73829,8
51622,41.27832,-77.73817,9
51622,41.27664,-77.74209,10
51622,41.27727,-77.73921,11
51622,41.27764,-77.73801,12
51622,41.27748,-77.7389,13
51622,41.27871,-77.73888,14
51622,41.27963,-77.74173,15
51622,41.27885,-77.73871,16
51622,41.2766,-77.73938,17
51622,41.27649,-77.73929,18
51622,41.27685,-77.73905,19
51622,41.27638,-77.73942,20
51622,41.2767,-77.74008,21
51622,41.27771,-77.73823,22
51622,41.27753,-77.73889,23
51622,41.27773,-77.73846,24
51622,41.27687,-77.74058,25
51622,41.27603,-77.74275,26
51622,41.27675,-77.73743,27
51622,41.27725,-77.73726,28
51622,41.27672,-77.74109,29
51614,41.24244,-77.77386,1
51614,41.24397,-77.77247,2
51614,41.24407,-77.77269,3
51614,41.24371,-77.77378,4
51614,41.2432,-77.77285,5
51614,41.24708,-77.77578,6
51614,41.24664,-77.77625,7
51614,41.24283,-77.77531,8
51614,41.24596,-77.7763,9
51614,41.2459,-77.77676,10
51614,41.24565,-77.77512,11
51614,41.25138,-77.77041,12
51614,41.24558,-77.77559,13
51614,41.24788,-77.77108,14
51614,41.24652,-77.77289,15
51614,41.24618,-77.77078,16
51614,41.2459,-77.77123,17
51614,41.24549,-77.77109,18
51614,41.24396,-77.77284,19
51614,41.24552,-77.77117,20
51614,40.76574,-78.68287,21
51614,41.24383,-77.76839,22
51614,41.24319,-77.77641,23
51614,41.24428,-77.77538,24
51614,41.24404,-77.77394,25
51614,41.24224,-77.77542,26
51614,41.2429,-77.77542,27
51614,41.24298,-77.77597,28
51616,41.3939,-77.80547,1
51616,41.39514,-77.80617,2
51616,41.39524,-77.80605,3
51616,41.39448,-77.80739,4
51616,41.3945,-77.80798,5
51616,41.39845,-77.80628,6
51616,41.39684,-77.80712,7
51616,41.39578,-77.80848,8
51616,41.39434,-77.80508,9
51616,41.39386,-77.80528,10
51616,41.39432,-77.80536,11
51616,41.39358,-77.80496,12
51616,41.3956,-77.80587,13
51616,41.39355,-77.80528,14
51616,41.39495,-77.80795,15
51616,41.39502,-77.80798,16
51616,41.39424,-77.80921,17
51616,41.39433,-77.80912,18
51616,41.39442,-77.80883,19
51616,41.39428,-77.80878,20
51616,41.39455,-77.80913,21
51616,41.39358,-77.80523,22
51616,41.30942,-78.77057,23
51616,41.39272,-77.80503,24
51616,41.39277,-77.80613,25
51616,41.39353,-77.80715,26
51616,41.3946,-77.80648,27
51616,41.39493,-77.80594,28
51616,41.39255,-77.80765,29
51631,41.2728,-77.74735,1
51631,41.27562,-77.73569,2
51631,41.27791,-77.73496,3
51631,41.27786,-77.7346,4
51631,41.27762,-77.73538,5
51631,41.27272,-77.73171,6
51631,41.27883,-77.73546,7
51631,41.27781,-77.73618,8
51631,41.27787,-77.73621,9
51631,41.27827,-77.7359,10
51631,41.27751,-77.73617,11
51631,41.27843,-77.73813,12
51631,41.27789,-77.73639,13
51631,41.27869,-77.73754,14
51631,41.27687,-77.73991,15
51631,41.27849,-77.73731,16
51631,41.27701,-77.73944,17
51631,41.27881,-77.73785,18
51631,41.28274,-77.74197,19
51631,41.28271,-77.74202,20
51631,40.67459,-78.09173,21
51631,41.27847,-77.73883,22
51631,41.27212,-77.74775,23
51631,41.27938,-77.74177,24
51631,41.27886,-77.74222,25
51631,41.27564,-77.7532,26
51631,41.27853,-77.75034,27
51631,41.27937,-77.74071,28
51619,41.38962,-77.81001,1
51619,41.39031,-77.8118,2
51619,41.39128,-77.81029,3
51619,41.39018,-77.80964,4
51619,41.39134,-77.81034,5
51619,41.39088,-77.81018,6
51619,41.39296,-77.80675,7
51619,41.38978,-77.80932,8
51619,41.39011,-77.80963,9
51619,41.39229,-77.81206,10
51619,41.39207,-77.81197,11
51619,41.39199,-77.81252,12
51619,41.39209,-77.81165,13
51619,41.39007,-77.80936,14
51619,41.38993,-77.81009,15
51619,41.39236,-77.81435,16
51619,41.39245,-77.81399,17
51619,41.38967,-77.8164,18
51619,41.39221,-77.81431,19
51619,41.39032,-77.81577,20
51619,41.39032,-77.81496,21
51619,41.3902,-77.81572,22
51619,41.39035,-77.81509,23
51619,40.81418,-78.74921,24
51619,41.39046,-77.81017,52
51619,41.3921,-77.81475,53
51619,41.38895,-77.81018,54
51619,41.3901,-77.80982,55
51619,41.38997,-77.80906,56
51619,41.39251,-77.81317,57
51619,41.39012,-77.8088,58
51627,40.87166,-78.06233,1
51627,40.8708,-78.06267,2
51627,40.86962,-78.06112,3
51627,40.87187,-78.06101,4
51627,40.8708,-78.05981,5
51627,40.86947,-78.06118,6
51627,40.87075,-78.06266,7
51627,40.8695,-78.06162,8
51627,40.86822,-78.05594,9
51627,40.86947,-78.06167,10
51627,40.87152,-78.06241,11
51627,40.86955,-78.05972,12
51627,40.8714,-78.06237,13
51627,40.86952,-78.06116,14
51627,40.86953,-78.06136,15
51627,40.86951,-78.06126,16
51627,40.8695,-78.06124,17
51627,40.86946,-78.05899,18
51627,40.86955,-78.05911,19
51627,40.8702,-78.05946,20
51627,40.86947,-78.06121,21
51627,40.86945,-78.06125,22
51627,40.87019,-78.05832,23
51627,40.87055,-78.06014,24
51627,40.86943,-78.0616,25
51627,40.87039,-78.06169,26
51627,40.86958,-78.05909,27
